"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: algo","Param: length"
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,53.856557,0.958184,"ns/op",adler32-jre,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,87.627326,12.115466,"ns/op",adler32-jre,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,207.305172,3.102178,"ns/op",adler32-jre,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,714.119134,10.253327,"ns/op",adler32-jre,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,2819.495248,48.313629,"ns/op",adler32-jre,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,5555.594460,105.995467,"ns/op",adler32-jre,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,11196.564991,223.409325,"ns/op",adler32-jre,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,12166.753708,1406.244036,"ns/op",gost-bc,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,23922.431463,475.621438,"ns/op",gost-bc,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,71655.240501,842.321687,"ns/op",gost-bc,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,262591.814401,4185.650867,"ns/op",gost-bc,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1046205.685594,134656.228559,"ns/op",gost-bc,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,2038559.733807,33879.163809,"ns/op",gost-bc,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,4152752.872822,537758.402877,"ns/op",gost-bc,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,8245.157885,56.946439,"ns/op",md2-bc,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,20284.956604,3082.722144,"ns/op",md2-bc,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,66209.698106,1868.893566,"ns/op",md2-bc,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,252117.095043,30577.809511,"ns/op",md2-bc,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1085655.103444,131444.661287,"ns/op",md2-bc,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,2188799.657337,291962.760006,"ns/op",md2-bc,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,3957297.251833,435675.508401,"ns/op",md2-bc,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,183.574929,3.560480,"ns/op",md4-bc,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,484.376245,5.850933,"ns/op",md4-bc,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,1416.384847,14.683797,"ns/op",md4-bc,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,5167.590680,35.566362,"ns/op",md4-bc,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,20280.139360,212.351503,"ns/op",md4-bc,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,5,40300.773676,116.797059,"ns/op",md4-bc,16384
