"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: algo","Param: length"
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,53.687740,1.316231,"ns/op",adler32-jre,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,84.127674,1.954820,"ns/op",adler32-jre,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,208.548364,6.322507,"ns/op",adler32-jre,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,709.262811,17.293875,"ns/op",adler32-jre,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,2784.946087,7.722296,"ns/op",adler32-jre,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,5517.812427,13.846977,"ns/op",adler32-jre,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,11114.580450,32.182554,"ns/op",adler32-jre,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,46.249007,20.605772,"ns/op",crc32-jre,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,64.757482,27.570240,"ns/op",crc32-jre,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,87.208768,21.033358,"ns/op",crc32-jre,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,201.139532,5.484154,"ns/op",crc32-jre,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,631.240662,21.698728,"ns/op",crc32-jre,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,1217.229126,7.507289,"ns/op",crc32-jre,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,2401.528226,14.883475,"ns/op",crc32-jre,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,70.228312,7.505274,"ns/op",adler32-guava,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,99.961990,5.538684,"ns/op",adler32-guava,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,222.250599,13.181766,"ns/op",adler32-guava,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,723.927349,23.771862,"ns/op",adler32-guava,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,2804.917773,67.092472,"ns/op",adler32-guava,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,5540.595227,16.403106,"ns/op",adler32-guava,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,11146.871388,52.702850,"ns/op",adler32-guava,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,78.337958,6.879633,"ns/op",crc32-guava-delegating,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,95.486455,5.246909,"ns/op",crc32-guava-delegating,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,117.734924,7.904518,"ns/op",crc32-guava-delegating,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,220.451246,0.853915,"ns/op",crc32-guava-delegating,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,660.232137,12.564377,"ns/op",crc32-guava-delegating,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,1239.014786,32.282288,"ns/op",crc32-guava-delegating,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,2423.860972,63.845638,"ns/op",crc32-guava-delegating,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,86.610668,4.744095,"ns/op",crc32-guava-rfc3720,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,306.437899,1.476007,"ns/op",crc32-guava-rfc3720,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,1189.270776,4.154915,"ns/op",crc32-guava-rfc3720,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,4736.432035,105.578255,"ns/op",crc32-guava-rfc3720,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,18913.402130,435.826713,"ns/op",crc32-guava-rfc3720,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,37966.507010,203.394883,"ns/op",crc32-guava-rfc3720,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,76643.879868,2273.881187,"ns/op",crc32-guava-rfc3720,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,73.903763,18.583644,"ns/op",gfh32-guava,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,171.159509,3.846854,"ns/op",gfh32-guava,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,581.854421,20.683428,"ns/op",gfh32-guava,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,1935.852081,141.226007,"ns/op",gfh32-guava,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,7401.251901,171.185489,"ns/op",gfh32-guava,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,14776.562413,351.742477,"ns/op",gfh32-guava,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,30944.669084,705.715221,"ns/op",gfh32-guava,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,113.700324,51.690729,"ns/op",gfh64-guava,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,204.238034,22.198747,"ns/op",gfh64-guava,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,404.987602,63.665036,"ns/op",gfh64-guava,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,1367.233545,65.149207,"ns/op",gfh64-guava,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,5473.728646,323.299382,"ns/op",gfh64-guava,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,10864.269153,32.052111,"ns/op",gfh64-guava,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,21034.984621,1040.820105,"ns/op",gfh64-guava,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,256.252213,15.639682,"ns/op",md5-guava,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,562.783425,27.686278,"ns/op",md5-guava,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,1501.076117,71.483600,"ns/op",md5-guava,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,5218.219373,135.396713,"ns/op",md5-guava,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,20021.580078,76.344511,"ns/op",md5-guava,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,39809.363340,171.648539,"ns/op",md5-guava,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,79387.514922,207.111300,"ns/op",md5-guava,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,88.787669,8.451826,"ns/op",murmur3h32-guava,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,175.429601,8.823401,"ns/op",murmur3h32-guava,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,559.598425,27.855132,"ns/op",murmur3h32-guava,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,1845.579809,6.025368,"ns/op",murmur3h32-guava,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,7351.259486,260.940698,"ns/op",murmur3h32-guava,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,14654.653613,23.769228,"ns/op",murmur3h32-guava,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,30678.507778,1014.627376,"ns/op",murmur3h32-guava,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,143.932781,20.874949,"ns/op",murmur3h128-guava,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,169.072641,58.317111,"ns/op",murmur3h128-guava,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,441.032576,10.675601,"ns/op",murmur3h128-guava,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,1378.388178,112.000277,"ns/op",murmur3h128-guava,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,5447.569712,258.232965,"ns/op",murmur3h128-guava,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,10982.403323,215.789896,"ns/op",murmur3h128-guava,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,21659.369981,69.408522,"ns/op",murmur3h128-guava,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,373.647209,58.852707,"ns/op",sha1-guava,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,821.405600,55.138046,"ns/op",sha1-guava,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,2209.942315,38.259441,"ns/op",sha1-guava,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,7817.532640,201.364559,"ns/op",sha1-guava,2048
