"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: algo","Param: length"
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,53.353334,1.491429,"ns/op",adler32-jre,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,83.915528,3.609782,"ns/op",adler32-jre,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,207.799399,8.640329,"ns/op",adler32-jre,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,707.953173,25.151915,"ns/op",adler32-jre,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,2752.644039,66.342163,"ns/op",adler32-jre,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,5466.687697,130.146620,"ns/op",adler32-jre,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,10935.838976,50.600876,"ns/op",adler32-jre,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,51.727761,1.258053,"ns/op",crc32-jre,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,60.291351,31.991202,"ns/op",crc32-jre,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,83.284637,22.785466,"ns/op",crc32-jre,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,199.611858,7.955161,"ns/op",crc32-jre,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,633.980136,14.627501,"ns/op",crc32-jre,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,1201.050112,6.401020,"ns/op",crc32-jre,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,2392.692792,93.422875,"ns/op",crc32-jre,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,69.387822,4.178600,"ns/op",adler32-guava,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,101.827596,7.033312,"ns/op",adler32-guava,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,224.370496,7.731768,"ns/op",adler32-guava,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,726.813082,18.753570,"ns/op",adler32-guava,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,2858.050251,105.174121,"ns/op",adler32-guava,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,5652.990245,154.995121,"ns/op",adler32-guava,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,11400.320232,322.014223,"ns/op",adler32-guava,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,78.280362,4.515023,"ns/op",crc32-guava-delegating,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,100.109533,7.647865,"ns/op",crc32-guava-delegating,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,120.502371,5.275383,"ns/op",crc32-guava-delegating,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,224.916320,8.392785,"ns/op",crc32-guava-delegating,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,663.562746,18.641628,"ns/op",crc32-guava-delegating,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,1279.216085,38.684430,"ns/op",crc32-guava-delegating,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,2456.551322,34.683604,"ns/op",crc32-guava-delegating,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,89.806503,5.268701,"ns/op",crc32-guava-rfc3720,32
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,317.841135,10.985501,"ns/op",crc32-guava-rfc3720,128
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,1226.375247,43.285438,"ns/op",crc32-guava-rfc3720,512
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,4773.712325,45.582377,"ns/op",crc32-guava-rfc3720,2048
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,19219.979770,389.325567,"ns/op",crc32-guava-rfc3720,8192
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,38973.205909,881.168742,"ns/op",crc32-guava-rfc3720,16384
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,76606.083602,1481.217210,"ns/op",crc32-guava-rfc3720,32768
"au.com.acegi.hashbench.HashBench.withArray","avgt",1,10,78.174524,20.619175,"ns/op",gfh32-guava,32
